city,city_ascii,country,admin_name
lock haven,lock haven,united states,pennsylvania
yeadon,yeadon,united states,pennsylvania
darby,darby,united states,pennsylvania
waynesboro,waynesboro,united states,pennsylvania
crafton,crafton,united states,pennsylvania
honesdale,honesdale,united states,pennsylvania
fox chapel,fox chapel,united states,pennsylvania
hollidaysburg,hollidaysburg,united states,pennsylvania
allentown,allentown,united states,pennsylvania
forest hills,forest hills,united states,pennsylvania
kennett square,kennett square,united states,pennsylvania
blairsville,blairsville,united states,pennsylvania
west view,west view,united states,pennsylvania
sharon,sharon,united states,pennsylvania
beaver falls,beaver falls,united states,pennsylvania
punxsutawney,punxsutawney,united states,pennsylvania
hellertown,hellertown,united states,pennsylvania
littlestown,littlestown,united states,pennsylvania
dickson city,dickson city,united states,pennsylvania
northern cambria,northern cambria,united states,pennsylvania
clifton heights,clifton heights,united states,pennsylvania
wilson,wilson,united states,pennsylvania
muncy,muncy,united states,pennsylvania
franklin park,franklin park,united states,pennsylvania
jersey shore,jersey shore,united states,pennsylvania
stewartstown,stewartstown,united states,pennsylvania
shenandoah,shenandoah,united states,pennsylvania
jim thorpe,jim thorpe,united states,pennsylvania
bangor,bangor,united states,pennsylvania
clearfield,clearfield,united states,pennsylvania
mount joy,mount joy,united states,pennsylvania
souderton,souderton,united states,pennsylvania
monaca,monaca,united states,pennsylvania
east stroudsburg,east stroudsburg,united states,pennsylvania
portage,portage,united states,pennsylvania
bethlehem,bethlehem,united states,pennsylvania
coraopolis,coraopolis,united states,pennsylvania
oxford,oxford,united states,pennsylvania
pittston,pittston,united states,pennsylvania
saint marys,saint marys,united states,pennsylvania
brookhaven,brookhaven,united states,pennsylvania
bellevue,bellevue,united states,pennsylvania
collingdale,collingdale,united states,pennsylvania
bridgeville,bridgeville,united states,pennsylvania
schuylkill haven,schuylkill haven,united states,pennsylvania
mount pocono,mount pocono,united states,pennsylvania
berwick,berwick,united states,pennsylvania
wilkes-barre,wilkes-barre,united states,pennsylvania
milton,milton,united states,pennsylvania
mckeesport,mckeesport,united states,pennsylvania
oakmont,oakmont,united states,pennsylvania
new freedom,new freedom,united states,pennsylvania
morrisville,morrisville,united states,pennsylvania
chester,chester,united states,pennsylvania
ellwood city,ellwood city,united states,pennsylvania
greenville,greenville,united states,pennsylvania
ambler,ambler,united states,pennsylvania
bradford,bradford,united states,pennsylvania
gettysburg,gettysburg,united states,pennsylvania
stroudsburg,stroudsburg,united states,pennsylvania
roaring spring,roaring spring,united states,pennsylvania
shillington,shillington,united states,pennsylvania
oil city,oil city,united states,pennsylvania
lewisburg,lewisburg,united states,pennsylvania
la quinta,la quinta,united states,california
saint helena,saint helena,united states,california
pleasant hill,pleasant hill,united states,california
pomona,pomona,united states,california
oakdale,oakdale,united states,california
upland,upland,united states,california
riverbank,riverbank,united states,california
brea,brea,united states,california
san jacinto,san jacinto,united states,california
redding,redding,united states,california
exeter,exeter,united states,california
hercules,hercules,united states,california
moorpark,moorpark,united states,california
windsor,windsor,united states,california
el monte,el monte,united states,california
calistoga,calistoga,united states,california
sebastopol,sebastopol,united states,california
clearlake,clearlake,united states,california
burbank,burbank,united states,california
rancho santa margarita,rancho santa margarita,united states,california
manhattan beach,manhattan beach,united states,california
corning,corning,united states,california
maywood,maywood,united states,california
la habra heights,la habra heights,united states,california
east palo alto,east palo alto,united states,california
lakewood,lakewood,united states,california
irvine,irvine,united states,california
norco,norco,united states,california
rocklin,rocklin,united states,california
salinas,salinas,united states,california
newark,newark,united states,california
apple valley,apple valley,united states,california
bell gardens,bell gardens,united states,california
lodi,lodi,united states,california
foster city,foster city,united states,california
vallejo,vallejo,united states,california
indio,indio,united states,california
tiburon,tiburon,united states,california
hesperia,hesperia,united states,california
azusa,azusa,united states,california
big bear lake,big bear lake,united states,california
emeryville,emeryville,united states,california
hollister,hollister,united states,california
buellton,buellton,united states,california
waterford,waterford,united states,california
cathedral city,cathedral city,united states,california
buena park,buena park,united states,california
lakeport,lakeport,united states,california
williams,williams,united states,california
el segundo,el segundo,united states,california
los altos,los altos,united states,california
bakersfield,bakersfield,united states,california
san bernardino,san bernardino,united states,california
encinitas,encinitas,united states,california
loomis,loomis,united states,california
santa fe springs,santa fe springs,united states,california
paradise,paradise,united states,california
american canyon,american canyon,united states,california
el centro,el centro,united states,california
whittier,whittier,united states,california
duarte,duarte,united states,california
sanger,sanger,united states,california
chula vista,chula vista,united states,california
mammoth lakes,mammoth lakes,united states,california
jackson,jackson,united states,california
adelanto,adelanto,united states,california
twentynine palms,twentynine palms,united states,california
cupertino,cupertino,united states,california
palm springs,palm springs,united states,california
fullerton,fullerton,united states,california
lompoc,lompoc,united states,california
victorville,victorville,united states,california
crescent city,crescent city,united states,california
anaheim,anaheim,united states,california
coronado,coronado,united states,california
wasco,wasco,united states,california
fillmore,fillmore,united states,california
delano,delano,united states,california
campbell,campbell,united states,california
lynwood,lynwood,united states,california
palm desert,palm desert,united states,california
temecula,temecula,united states,california
los gatos,los gatos,united states,california
mendota,mendota,united states,california
newman,newman,united states,california
san anselmo,san anselmo,united states,california
kerman,kerman,united states,california
laguna woods,laguna woods,united states,california
menlo park,menlo park,united states,california
corona,corona,united states,california
walnut creek,walnut creek,united states,california
fresno,fresno,united states,california
pasadena,pasadena,united states,california
san marcos,san marcos,united states,california
milpitas,milpitas,united states,california
hillsborough,hillsborough,united states,california
national city,national city,united states,california
piedmont,piedmont,united states,california
malibu,malibu,united states,california
los alamitos,los alamitos,united states,california
hawaiian gardens,hawaiian gardens,united states,california
arcadia,arcadia,united states,california
yreka,yreka,united states,california
gustine,gustine,united states,california
fairfield,fairfield,united states,california
firebaugh,firebaugh,united states,california
calexico,calexico,united states,california
porterville,porterville,united states,california
mission viejo,mission viejo,united states,california
pleasanton,pleasanton,united states,california
vista,vista,united states,california
mount shasta,mount shasta,united states,california
carson,carson,united states,california
tracy,tracy,united states,california
gardena,gardena,united states,california
palo alto,palo alto,united states,california
lomita,lomita,united states,california
chino hills,chino hills,united states,california
pacifica,pacifica,united states,california
signal hill,signal hill,united states,california
santa maria,santa maria,united states,california
wildomar,wildomar,united states,california
laguna beach,laguna beach,united states,california
santa barbara,santa barbara,united states,california
fort bragg,fort bragg,united states,california
temple city,temple city,united states,california
orange,orange,united states,california
lake elsinore,lake elsinore,united states,california
sunnyvale,sunnyvale,united states,california
san bruno,san bruno,united states,california
suisun,suisun,united states,california
watsonville,watsonville,united states,california
calabasas,calabasas,united states,california
monterey park,monterey park,united states,california
san rafael,san rafael,united states,california
costa mesa,costa mesa,united states,california
roseville,roseville,united states,california
livermore,livermore,united states,california
desert hot springs,desert hot springs,united states,california
coachella,coachella,united states,california
sierra madre,sierra madre,united states,california
sausalito,sausalito,united states,california
hughson,hughson,united states,california
ceres,ceres,united states,california
holtville,holtville,united states,california
turlock,turlock,united states,california
cypress,cypress,united states,california
blythe,blythe,united states,california
ukiah,ukiah,united states,california
eureka,eureka,united states,california
pittsburg,pittsburg,united states,california
red bluff,red bluff,united states,california
gilroy,gilroy,united states,california
san marino,san marino,united states,california
huntington park,huntington park,united states,california
rosemead,rosemead,united states,california
colusa,colusa,united states,california
parlier,parlier,united states,california
commerce,commerce,united states,california
arcata,arcata,united states,california
yucaipa,yucaipa,united states,california
norwalk,norwalk,united states,california
ontario,ontario,united states,california
san carlos,san carlos,united states,california
burlingame,burlingame,united states,california
reedley,reedley,united states,california
fortuna,fortuna,united states,california
concord,concord,united states,california
scotts valley,scotts valley,united states,california
atwater,atwater,united states,california
torrance,torrance,united states,california
antioch,antioch,united states,california
elk grove,elk grove,united states,california
south gate,south gate,united states,california
moraga,moraga,united states,california
glendora,glendora,united states,california
ridgecrest,ridgecrest,united states,california
laguna niguel,laguna niguel,united states,california
sacramento,sacramento,united states,california
lemoore,lemoore,united states,california
seaside,seaside,united states,california
los banos,los banos,united states,california
folsom,folsom,united states,california
fontana,fontana,united states,california
cloverdale,cloverdale,united states,california
imperial beach,imperial beach,united states,california
lemon grove,lemon grove,united states,california
daly city,daly city,united states,california
orinda,orinda,united states,california
riverside,riverside,united states,california
brawley,brawley,united states,california
el cajon,el cajon,united states,california
millbrae,millbrae,united states,california
pacific grove,pacific grove,united states,california
merced,merced,united states,california
murrieta,murrieta,united states,california
ojai,ojai,united states,california
rialto,rialto,united states,california
woodland,woodland,united states,california
santa rosa,santa rosa,united states,california
marysville,marysville,united states,california
palmdale,palmdale,united states,california
saratoga,saratoga,united states,california
west covina,west covina,united states,california
belmont,belmont,united states,california
long beach,long beach,united states,california
santee,santee,united states,california
walnut,walnut,united states,california
madera,madera,united states,california
benicia,benicia,united states,california
atherton,atherton,united states,california
brentwood,brentwood,united states,california
south pasadena,south pasadena,united states,california
sonora,sonora,united states,california
monrovia,monrovia,united states,california
rolling hills estates,rolling hills estates,united states,california
aliso viejo,aliso viejo,united states,california
santa cruz,santa cruz,united states,california
vacaville,vacaville,united states,california
artesia,artesia,united states,california
stockton,stockton,united states,california
san juan capistrano,san juan capistrano,united states,california
lancaster,lancaster,united states,california
san gabriel,san gabriel,united states,california
simi valley,simi valley,united states,california
san dimas,san dimas,united states,california
arvin,arvin,united states,california
corte madera,corte madera,united states,california
alameda,alameda,united states,california
fremont,fremont,united states,california
fowler,fowler,united states,california
calipatria,calipatria,united states,california
beaumont,beaumont,united states,california
santa monica,santa monica,united states,california
san fernando,san fernando,united states,california
camarillo,camarillo,united states,california
susanville,susanville,united states,california
solana beach,solana beach,united states,california
fountain valley,fountain valley,united states,california
rancho cordova,rancho cordova,united states,california
south san francisco,south san francisco,united states,california
richmond,richmond,united states,california
guadalupe,guadalupe,united states,california
escalon,escalon,united states,california
cotati,cotati,united states,california
barstow,barstow,united states,california
la palma,la palma,united states,california
hermosa beach,hermosa beach,united states,california
shasta lake,shasta lake,united states,california
willows,willows,united states,california
greenfield,greenfield,united states,california
paramount,paramount,united states,california
compton,compton,united states,california
petaluma,petaluma,united states,california
chowchilla,chowchilla,united states,california
yorba linda,yorba linda,united states,california
dixon,dixon,united states,california
loma linda,loma linda,united states,california
pinole,pinole,united states,california
menifee,menifee,united states,california
hawthorne,hawthorne,united states,california
carpinteria,carpinteria,united states,california
ripon,ripon,united states,california
redwood city,redwood city,united states,california
la cañada flintridge,la canada flintridge,united states,california
eastvale,eastvale,united states,california
rancho palos verdes,rancho palos verdes,united states,california
selma,selma,united states,california
alhambra,alhambra,united states,california
escondido,escondido,united states,california
morgan hill,morgan hill,united states,california
laguna hills,laguna hills,united states,california
cudahy,cudahy,united states,california
gridley,gridley,united states,california
el cerrito,el cerrito,united states,california
dublin,dublin,united states,california
santa clarita,santa clarita,united states,california
huron,huron,united states,california
manteca,manteca,united states,california
san francisco,san francisco,united states,california
woodside,woodside,united states,california
tustin,tustin,united states,california
santa ana,santa ana,united states,california
fairfax,fairfax,united states,california
moreno valley,moreno valley,united states,california
downey,downey,united states,california
healdsburg,healdsburg,united states,california
oakley,oakley,united states,california
san clemente,san clemente,united states,california
half moon bay,half moon bay,united states,california
mill valley,mill valley,united states,california
hemet,hemet,united states,california
hanford,hanford,united states,california
glendale,glendale,united states,california
albany,albany,united states,california
west sacramento,west sacramento,united states,california
live oak,live oak,united states,california
berkeley,berkeley,united states,california
marina,marina,united states,california
los altos hills,los altos hills,united states,california
san luis obispo,san luis obispo,united states,california
napa,napa,united states,california
baldwin park,baldwin park,united states,california
winters,winters,united states,california
davis,davis,united states,california
la habra,la habra,united states,california
lafayette,lafayette,united states,california
rancho cucamonga,rancho cucamonga,united states,california
indian wells,indian wells,united states,california
newport beach,newport beach,united states,california
bell,bell,united states,california
goleta,goleta,united states,california
grover beach,grover beach,united states,california
willits,willits,united states,california
culver city,culver city,united states,california
citrus heights,citrus heights,united states,california
pismo beach,pismo beach,united states,california
taft,taft,united states,california
covina,covina,united states,california
oakland,oakland,united states,california
west hollywood,west hollywood,united states,california
capitola,capitola,united states,california
chico,chico,united states,california
diamond bar,diamond bar,united states,california
garden grove,garden grove,united states,california
bellflower,bellflower,united states,california
san mateo,san mateo,united states,california
oceanside,oceanside,united states,california
san diego,san diego,united states,california
palos verdes estates,palos verdes estates,united states,california
san jose,san jose,united states,california
south lake tahoe,south lake tahoe,united states,california
carlsbad,carlsbad,united states,california
redlands,redlands,united states,california
clovis,clovis,united states,california
mountain view,mountain view,united states,california
lathrop,lathrop,united states,california
truckee,truckee,united states,california
monterey,monterey,united states,california
oxnard,oxnard,united states,california
clayton,clayton,united states,california
woodlake,woodlake,united states,california
villa park,villa park,united states,california
redondo beach,redondo beach,united states,california
gonzales,gonzales,united states,california
orland,orland,united states,california
pico rivera,pico rivera,united states,california
stanton,stanton,united states,california
thousand oaks,thousand oaks,united states,california
colton,colton,united states,california
shafter,shafter,united states,california
cerritos,cerritos,united states,california
montclair,montclair,united states,california
port hueneme,port hueneme,united states,california
claremont,claremont,united states,california
chino,chino,united states,california
orange cove,orange cove,united states,california
grass valley,grass valley,united states,california
placentia,placentia,united states,california
placerville,placerville,united states,california
lincoln,lincoln,united states,california
anderson,anderson,united states,california
auburn,auburn,united states,california
lawndale,lawndale,united states,california
westminster,westminster,united states,california
patterson,patterson,united states,california
grand terrace,grand terrace,united states,california
lindsay,lindsay,united states,california
beverly hills,beverly hills,united states,california
union city,union city,united states,california
bishop,bishop,united states,california
la verne,la verne,united states,california
yucca valley,yucca valley,united states,california
needles,needles,united states,california
king city,king city,united states,california
visalia,visalia,united states,california
san leandro,san leandro,united states,california
larkspur,larkspur,united states,california
banning,banning,united states,california
poway,poway,united states,california
los angeles,los angeles,united states,california
santa paula,santa paula,united states,california
dinuba,dinuba,united states,california
modesto,modesto,united states,california
la mirada,la mirada,united states,california
ione,ione,united states,california
rio vista,rio vista,united states,california
santa clara,santa clara,united states,california
dana point,dana point,united states,california
perris,perris,united states,california
rohnert park,rohnert park,united states,california
livingston,livingston,united states,california
martinez,martinez,united states,california
inglewood,inglewood,united states,california
imperial,imperial,united states,california
san ramon,san ramon,united states,california
canyon lake,canyon lake,united states,california
coalinga,coalinga,united states,california
tehachapi,tehachapi,united states,california
solvang,solvang,united states,california
dos palos,dos palos,united states,california
la puente,la puente,united states,california
farmersville,farmersville,united states,california
south el monte,south el monte,united states,california
corcoran,corcoran,united states,california
agoura hills,agoura hills,united states,california
soledad,soledad,united states,california
calimesa,calimesa,united states,california
atascadero,atascadero,united states,california
galt,galt,united states,california
arroyo grande,arroyo grande,united states,california
california city,california city,united states,california
danville,danville,united states,california
oroville,oroville,united states,california
huntington beach,huntington beach,united states,california
san pablo,san pablo,united states,california
seal beach,seal beach,united states,california
tulare,tulare,united states,california
rancho mirage,rancho mirage,united states,california
mcfarland,mcfarland,united states,california
lake forest,lake forest,united states,california
highland,highland,united states,california
sonoma,sonoma,united states,california
kingsburg,kingsburg,united states,california
avenal,avenal,united states,california
morro bay,morro bay,united states,california
hayward,hayward,united states,california
yuba city,yuba city,united states,california
novato,novato,united states,california
la mesa,la mesa,united states,california
montebello,montebello,united states,california
west wendover,west wendover,united states,nevada
henderson,henderson,united states,nevada
winnemucca,winnemucca,united states,nevada
fernley,fernley,united states,nevada
carson city,carson city,united states,nevada
sparks,sparks,united states,nevada
fallon,fallon,united states,nevada
boulder city,boulder city,united states,nevada
las vegas,las vegas,united states,nevada
mesquite,mesquite,united states,nevada
north las vegas,north las vegas,united states,nevada
elko,elko,united states,nevada
reno,reno,united states,nevada
alamosa,alamosa,united states,colorado
rifle,rifle,united states,colorado
castle pines,castle pines,united states,colorado
parker,parker,united states,colorado
vail,vail,united states,colorado
windsor,windsor,united states,colorado
denver,denver,united states,colorado
lone tree,lone tree,united states,colorado
edgewater,edgewater,united states,colorado
fort morgan,fort morgan,united states,colorado
thornton,thornton,united states,colorado
louisville,louisville,united states,colorado
fountain,fountain,united states,colorado
brighton,brighton,united states,colorado
loveland,loveland,united states,colorado
estes park,estes park,united states,colorado
wellington,wellington,united states,colorado
eagle,eagle,united states,colorado
lakewood,lakewood,united states,colorado
montrose,montrose,united states,colorado
manitou springs,manitou springs,united states,colorado
silverthorne,silverthorne,united states,colorado
leadville,leadville,united states,colorado
avon,avon,united states,colorado
superior,superior,united states,colorado
aspen,aspen,united states,colorado
centennial,centennial,united states,colorado
evans,evans,united states,colorado
erie,erie,united states,colorado
firestone,firestone,united states,colorado
delta,delta,united states,colorado
cortez,cortez,united states,colorado
wheat ridge,wheat ridge,united states,colorado
craig,craig,united states,colorado
colorado springs,colorado springs,united states,colorado
berthoud,berthoud,united states,colorado
trinidad,trinidad,united states,colorado
durango,durango,united states,colorado
westminster,westminster,united states,colorado
grand junction,grand junction,united states,colorado
la junta,la junta,united states,colorado
frederick,frederick,united states,colorado
lafayette,lafayette,united states,colorado
broomfield,broomfield,united states,colorado
gunnison,gunnison,united states,colorado
federal heights,federal heights,united states,colorado
greenwood village,greenwood village,united states,colorado
eaton,eaton,united states,colorado
arvada,arvada,united states,colorado
aurora,aurora,united states,colorado
basalt,basalt,united states,colorado
woodland park,woodland park,united states,colorado
dacono,dacono,united states,colorado
brush,brush,united states,colorado
lamar,lamar,united states,colorado
littleton,littleton,united states,colorado
sterling,sterling,united states,colorado
pagosa springs,pagosa springs,united states,colorado
gypsum,gypsum,united states,colorado
glenwood springs,glenwood springs,united states,colorado
glendale,glendale,united states,colorado
steamboat springs,steamboat springs,united states,colorado
cañon city,canon city,united states,colorado
castle rock,castle rock,united states,colorado
salida,salida,united states,colorado
pueblo,pueblo,united states,colorado
sheridan,sheridan,united states,colorado
breckenridge,breckenridge,united states,colorado
fort lupton,fort lupton,united states,colorado
fruita,fruita,united states,colorado
longmont,longmont,united states,colorado
fort collins,fort collins,united states,colorado
commerce city,commerce city,united states,colorado
carbondale,carbondale,united states,colorado
boulder,boulder,united states,colorado
englewood,englewood,united states,colorado
cherry hills village,cherry hills village,united states,colorado
milliken,milliken,united states,colorado
golden,golden,united states,colorado
greeley,greeley,united states,colorado
florence,florence,united states,colorado
johnstown,johnstown,united states,colorado
northglenn,northglenn,united states,colorado
monument,monument,united states,colorado
new castle,new castle,united states,colorado
kodiak,kodiak,united states,alaska
anchorage,anchorage,united states,alaska
wasilla,wasilla,united states,alaska
palmer,palmer,united states,alaska
soldotna,soldotna,united states,alaska
kenai,kenai,united states,alaska
homer,homer,united states,alaska
fairbanks,fairbanks,united states,alaska
ketchikan,ketchikan,united states,alaska
sitka,sitka,united states,alaska
juneau,juneau,united states,alaska
pinson,pinson,united states,alabama
hoover,hoover,united states,alabama
trussville,trussville,united states,alabama
bessemer,bessemer,united states,alabama
spanish fort,spanish fort,united states,alabama
center point,center point,united states,alabama
lanett,lanett,united states,alabama
phenix city,phenix city,united states,alabama
sheffield,sheffield,united states,alabama
hamilton,hamilton,united states,alabama
gadsden,gadsden,united states,alabama
calera,calera,united states,alabama
clay,clay,united states,alabama
talladega,talladega,united states,alabama
scottsboro,scottsboro,united states,alabama
russellville,russellville,united states,alabama
alabaster,alabaster,united states,alabama
glencoe,glencoe,united states,alabama
opelika,opelika,united states,alabama
pike road,pike road,united states,alabama
tuscaloosa,tuscaloosa,united states,alabama
sylacauga,sylacauga,united states,alabama
montgomery,montgomery,united states,alabama
fairhope,fairhope,united states,alabama
rainbow city,rainbow city,united states,alabama
hartselle,hartselle,united states,alabama
alexander city,alexander city,united states,alabama
wetumpka,wetumpka,united states,alabama
mobile,mobile,united states,alabama
clanton,clanton,united states,alabama
muscle shoals,muscle shoals,united states,alabama
oxford,oxford,united states,alabama
selma,selma,united states,alabama
tuscumbia,tuscumbia,united states,alabama
satsuma,satsuma,united states,alabama
northport,northport,united states,alabama
daleville,daleville,united states,alabama
pelham,pelham,united states,alabama
prattville,prattville,united states,alabama
homewood,homewood,united states,alabama
montevallo,montevallo,united states,alabama
gulf shores,gulf shores,united states,alabama
lincoln,lincoln,united states,alabama
enterprise,enterprise,united states,alabama
jacksonville,jacksonville,united states,alabama
robertsdale,robertsdale,united states,alabama
vestavia hills,vestavia hills,united states,alabama
valley,valley,united states,alabama
arab,arab,united states,alabama
dothan,dothan,united states,alabama
decatur,decatur,united states,alabama
pleasant grove,pleasant grove,united states,alabama
bay minette,bay minette,united states,alabama
saraland,saraland,united states,alabama
leeds,leeds,united states,alabama
chickasaw,chickasaw,united states,alabama
tarrant,tarrant,united states,alabama
anniston,anniston,united states,alabama
brent,brent,united states,alabama
cullman,cullman,united states,alabama
auburn,auburn,united states,alabama
birmingham,birmingham,united states,alabama
millbrook,millbrook,united states,alabama
helena,helena,united states,alabama
pell city,pell city,united states,alabama
midfield,midfield,united states,alabama
tuskegee,tuskegee,united states,alabama
fort payne,fort payne,united states,alabama
oneonta,oneonta,united states,alabama
demopolis,demopolis,united states,alabama
atmore,atmore,united states,alabama
guntersville,guntersville,united states,alabama
moody,moody,united states,alabama
attalla,attalla,united states,alabama
orange beach,orange beach,united states,alabama
athens,athens,united states,alabama
foley,foley,united states,alabama
huntsville,huntsville,united states,alabama
smiths station,smiths station,united states,alabama
brewton,brewton,united states,alabama
prichard,prichard,united states,alabama
andalusia,andalusia,united states,alabama
mountain brook,mountain brook,united states,alabama
daphne,daphne,united states,alabama
troy,troy,united states,alabama
jasper,jasper,united states,alabama
eufaula,eufaula,united states,alabama
gardendale,gardendale,united states,alabama
albertville,albertville,united states,alabama
madison,madison,united states,alabama
greenville,greenville,united states,alabama
fairfield,fairfield,united states,alabama
ozark,ozark,united states,alabama
hueytown,hueytown,united states,alabama
southside,southside,united states,alabama
irondale,irondale,united states,alabama
chelsea,chelsea,united states,alabama
boaz,boaz,united states,alabama
rainsville,rainsville,united states,alabama
florence,florence,united states,alabama
fultondale,fultondale,united states,alabama
springdale,springdale,united states,arkansas
batesville,batesville,united states,arkansas
clarksville,clarksville,united states,arkansas
pea ridge,pea ridge,united states,arkansas
centerton,centerton,united states,arkansas
stuttgart,stuttgart,united states,arkansas
west memphis,west memphis,united states,arkansas
osceola,osceola,united states,arkansas
beebe,beebe,united states,arkansas
arkadelphia,arkadelphia,united states,arkansas
bella vista,bella vista,united states,arkansas
van buren,van buren,united states,arkansas
monticello,monticello,united states,arkansas
jonesboro,jonesboro,united states,arkansas
rogers,rogers,united states,arkansas
heber springs,heber springs,united states,arkansas
north little rock,north little rock,united states,arkansas
blytheville,blytheville,united states,arkansas
hot springs,hot springs,united states,arkansas
camden,camden,united states,arkansas
siloam springs,siloam springs,united states,arkansas
maumelle,maumelle,united states,arkansas
helena-west helena,helena-west helena,united states,arkansas
searcy,searcy,united states,arkansas
el dorado,el dorado,united states,arkansas
little rock,little rock,united states,arkansas
benton,benton,united states,arkansas
crossett,crossett,united states,arkansas
marion,marion,united states,arkansas
newport,newport,united states,arkansas
lowell,lowell,united states,arkansas
wynne,wynne,united states,arkansas
sherwood,sherwood,united states,arkansas
forrest city,forrest city,united states,arkansas
farmington,farmington,united states,arkansas
fayetteville,fayetteville,united states,arkansas
conway,conway,united states,arkansas
harrison,harrison,united states,arkansas
mena,mena,united states,arkansas
hope,hope,united states,arkansas
pine bluff,pine bluff,united states,arkansas
alma,alma,united states,arkansas
de queen,de queen,united states,arkansas
mountain home,mountain home,united states,arkansas
magnolia,magnolia,united states,arkansas
greenwood,greenwood,united states,arkansas
white hall,white hall,united states,arkansas
malvern,malvern,united states,arkansas
warren,warren,united states,arkansas
morrilton,morrilton,united states,arkansas
pocahontas,pocahontas,united states,arkansas
bryant,bryant,united states,arkansas
walnut ridge,walnut ridge,united states,arkansas
fort smith,fort smith,united states,arkansas
russellville,russellville,united states,arkansas
trumann,trumann,united states,arkansas
bentonville,bentonville,united states,arkansas
cabot,cabot,united states,arkansas
jacksonville,jacksonville,united states,arkansas
paragould,paragould,united states,arkansas
texarkana,texarkana,united states,arkansas
barre,barre,united states,vermont
winooski,winooski,united states,vermont
montpelier,montpelier,united states,vermont
burlington,burlington,united states,vermont
saint albans,saint albans,united states,vermont
south burlington,south burlington,united states,vermont
essex junction,essex junction,united states,vermont
rutland,rutland,united states,vermont
bellows falls,bellows falls,united states,vermont
east alton,east alton,united states,illinois
homer glen,homer glen,united states,illinois
waterloo,waterloo,united states,illinois
chicago ridge,chicago ridge,united states,illinois
libertyville,libertyville,united states,illinois
elburn,elburn,united states,illinois
willow springs,willow springs,united states,illinois
new lenox,new lenox,united states,illinois
burbank,burbank,united states,illinois
algonquin,algonquin,united states,illinois
hanover park,hanover park,united states,illinois
lockport,lockport,united states,illinois
quincy,quincy,united states,illinois
harvey,harvey,united states,illinois
south holland,south holland,united states,illinois
maywood,maywood,united states,illinois
mokena,mokena,united states,illinois
long grove,long grove,united states,illinois
elk grove village,elk grove village,united states,illinois
countryside,countryside,united states,illinois
cicero,cicero,united states,illinois
peoria heights,peoria heights,united states,illinois
montgomery,montgomery,united states,illinois
addison,addison,united states,illinois
harrisburg,harrisburg,united states,illinois
oak brook,oak brook,united states,illinois
vandalia,vandalia,united states,illinois
dwight,dwight,united states,illinois
river forest,river forest,united states,illinois
milan,milan,united states,illinois
frankfort,frankfort,united states,illinois
evanston,evanston,united states,illinois
chatham,chatham,united states,illinois
godfrey,godfrey,united states,illinois
freeport,freeport,united states,illinois
clinton,clinton,united states,illinois
arlington heights,arlington heights,united states,illinois
deerfield,deerfield,united states,illinois
markham,markham,united states,illinois
charleston,charleston,united states,illinois
channahon,channahon,united states,illinois
hillside,hillside,united states,illinois
spring valley,spring valley,united states,illinois
chicago,chicago,united states,illinois
dekalb,dekalb,united states,illinois
marengo,marengo,united states,illinois
lincolnshire,lincolnshire,united states,illinois
posen,posen,united states,illinois
benton,benton,united states,illinois
wood river,wood river,united states,illinois
anna,anna,united states,illinois
west frankfort,west frankfort,united states,illinois
carpentersville,carpentersville,united states,illinois
mattoon,mattoon,united states,illinois
washington,washington,united states,illinois
taylorville,taylorville,united states,illinois
beach park,beach park,united states,illinois
hickory hills,hickory hills,united states,illinois
elgin,elgin,united states,illinois
lynwood,lynwood,united states,illinois
berwyn,berwyn,united states,illinois
mendota,mendota,united states,illinois
lemont,lemont,united states,illinois
morris,morris,united states,illinois
oak forest,oak forest,united states,illinois
hazel crest,hazel crest,united states,illinois
naperville,naperville,united states,illinois
granite city,granite city,united states,illinois
jerseyville,jerseyville,united states,illinois
peoria,peoria,united states,illinois
sycamore,sycamore,united states,illinois
crystal lake,crystal lake,united states,illinois
maryville,maryville,united states,illinois
pontoon beach,pontoon beach,united states,illinois
belleville,belleville,united states,illinois
du quoin,du quoin,united states,illinois
pinckneyville,pinckneyville,united states,illinois
hillsboro,hillsboro,united states,illinois
bensenville,bensenville,united states,illinois
mount vernon,mount vernon,united states,illinois
river grove,river grove,united states,illinois
park ridge,park ridge,united states,illinois
metropolis,metropolis,united states,illinois
columbia,columbia,united states,illinois
willowbrook,willowbrook,united states,illinois
calumet park,calumet park,united states,illinois
centralia,centralia,united states,illinois
galesburg,galesburg,united states,illinois
sauk village,sauk village,united states,illinois
mundelein,mundelein,united states,illinois
silvis,silvis,united states,illinois
midlothian,midlothian,united states,illinois
coal city,coal city,united states,illinois
harwood heights,harwood heights,united states,illinois
morton grove,morton grove,united states,illinois
breese,breese,united states,illinois
justice,justice,united states,illinois
lansing,lansing,united states,illinois
lisle,lisle,united states,illinois
centreville,centreville,united states,illinois
westmont,westmont,united states,illinois
melrose park,melrose park,united states,illinois
plainfield,plainfield,united states,illinois
broadview,broadview,united states,illinois
joliet,joliet,united states,illinois
carterville,carterville,united states,illinois
prospect heights,prospect heights,united states,illinois
morton,morton,united states,illinois
brookfield,brookfield,united states,illinois
lakemoor,lakemoor,united states,illinois
minooka,minooka,united states,illinois
lindenhurst,lindenhurst,united states,illinois
edwardsville,edwardsville,united states,illinois
glenview,glenview,united states,illinois
clarendon hills,clarendon hills,united states,illinois
peru,peru,united states,illinois
